357340.629546145,368503.81171670364
64895.22369448807,79785.35314410324
18586.314934615966,20376.40005385457
120239.7850252373,415014.5579047389
252247.049960569,537695.1848437665
62413.10428973646,151601.80640009503
43487.33088223398,125500.94983707783
47871.78863296834,78022.0807123286
25474.010696392885,376156.7100670021
50508.7097591629,127537.31592453756
240160.9087331835,291319.977298634
121671.49676647205,275669.6280280799
114270.32051537237,233792.19160279943
80607.43695251437,436228.60358379944
96445.13117514206,179046.73361003186
244610.16903967923,314780.6351519957
105305.93251897502,238983.5079220293
123272.00200205507,250803.37819761562
277766.0553440763,876539.8813403858
270437.299618099,853348.2916344686
71289.9232235517,116499.82870425384
91380.84120840166,151525.1187610747
91444.63656242093,168322.3184964644
329600.7105536006,377696.0911350794
39176.51845561613,62795.34915394797
151126.63698199298,274733.8850656399
613966.8297337987,532716.9434387904
207309.6795135929,216812.9080215399
787640.4095304308,595378.2256663814
635242.9294225179,872563.2457247823
312751.5695711798,1039227.4321874701
29746.143410808934,108758.74149954325
42577.59229688938,68717.47341747936
246376.6421032699,362366.59364723734
80590.08203407147,86676.01067174018
462368.34647849906,462438.08139342174
60222.736112484155,99399.79673789757
50475.580502407705,65364.77936196519
78874.0317901168,86810.85597984164
461683.5459904518,429378.4008515376
251950.31783017566,542493.4404335103
68656.13317439081,89814.18085613365
83246.41039316816,0.0
0.0,0.0
1528264.7110527067,1540052.5497614725
397208.423556162,389355.829748916
162634.64020627618,113595.60249891471
99555.59210110204,163374.272126281
47652.291807131405,51450.78357834161
38026.58982884479,27407.006703189447
35116.01519983249,8459.248326628833
194780.66681991823,681133.5924292149
17102.464809719902,15304.418181714615
263328.9380584843,122315.19425426118
1078279.9885980661,255816.09091231995
773904.7412667458,466937.9670594091
839864.1927587187,349044.3901325603
502073.19982443674,435619.0253409822
69080.35263397447,67679.0943304395
71575.37009001523,48800.467262157734
94098.54053455929,92978.47290324509
8360.175410790409,4450.140766308891
40299.770853063,14.812313477517531
52157.41950726784,0.0
0.0,0.0
