1248.0,1529.0,1179.0,0.0
3328.0,4136.0,2520.0,0.0
6565.0,7359.0,3429.0,0.0
10946.0,10626.0,3015.0,0.0
15964.0,13002.0,4509.0,0.0
20215.0,13948.0,3843.0,0.0
22048.0,14850.0,4257.0,0.0
23244.0,16170.0,3789.0,0.0
23023.0,16654.0,3375.0,0.0
21073.0,14949.0,3870.0,0.0
20358.0,17072.0,3924.0,0.0
23556.0,15235.0,3870.0,0.0
22009.0,19514.0,6282.0,0.0
18070.0,16390.0,7938.0,0.0
18941.0,17215.0,11142.0,0.0
16822.0,17820.0,11790.0,0.0
17290.0,19294.0,11088.0,0.0
17940.0,20900.0,10251.0,0.0
19903.0,24090.0,7785.0,0.0
20553.0,31526.0,8622.0,0.0
20969.0,34980.0,9720.0,0.0
22139.0,40964.0,8766.0,0.0
23764.0,47861.0,7686.0,0.0
19344.0,51084.0,8316.0,0.0
19734.0,47476.0,6750.0,0.0
19032.0,40381.0,6363.0,0.0
23335.0,34012.0,8379.0,0.0
22308.0,31416.0,6606.0,0.0
21541.0,30316.0,6867.0,0.0
22711.0,28105.0,7983.0,0.0
24219.0,27346.0,9441.0,0.0
22698.0,28380.0,7371.0,0.0
23413.0,30745.0,7092.0,0.0
21190.0,31339.0,4770.0,0.0
16679.0,31317.0,7353.0,0.0
18954.0,31581.0,8793.0,0.0
16939.0,25586.0,8181.0,0.0
18070.0,29744.0,8181.0,0.0
19292.0,19910.0,7992.0,0.0
19708.0,20350.0,6597.0,0.0
24427.0,21901.0,8235.0,0.0
19552.0,24486.0,7740.0,0.0
16510.0,27566.0,8298.0,0.0
17277.0,28600.0,8262.0,0.0
17472.0,27214.0,8577.0,0.0
17381.0,29062.0,7875.0,0.0
19656.0,28050.0,7848.0,0.0
21151.0,29733.0,7488.0,0.0
18096.0,26873.0,7182.0,0.0
18746.0,27126.0,7794.0,0.0
20800.0,27093.0,7515.0,0.0
21502.0,28402.0,7308.0,0.0
21619.0,26400.0,9306.0,0.0
26858.0,26818.0,9207.0,0.0
24895.0,28886.0,7785.0,0.0
24817.0,30448.0,5094.0,0.0
25181.0,35354.0,5715.0,0.0
26065.0,34518.0,7182.0,0.0
27742.0,34540.0,7164.0,0.0
20813.0,27709.0,9117.0,0.0
15951.0,24596.0,8703.0,0.0
18512.0,26202.0,7740.0,0.0
18590.0,27720.0,8856.0,0.0
17719.0,25905.0,8703.0,0.0
20007.0,25795.0,9261.0,0.0
21164.0,26598.0,7686.0,0.0
21892.0,29711.0,6633.0,0.0
25350.0,25256.0,6525.0,0.0
23985.0,24464.0,6786.0,0.0
23010.0,23694.0,8397.0,0.0
23049.0,24200.0,8532.0,0.0
22139.0,27357.0,7416.0,0.0
22425.0,25047.0,6030.0,0.0
20033.0,22253.0,6498.0,0.0
16991.0,21560.0,7173.0,0.0
15548.0,23859.0,9378.0,0.0
19565.0,22770.0,8802.0,0.0
22373.0,22858.0,8514.0,0.0
22958.0,27137.0,8640.0,0.0
23153.0,30239.0,7272.0,0.0
24869.0,29832.0,7587.0,0.0
21931.0,28897.0,6345.0,0.0
21138.0,32494.0,6039.0,0.0
22243.0,32087.0,8253.0,0.0
25116.0,34551.0,7740.0,0.0
23803.0,31064.0,7974.0,0.0
24856.0,32494.0,8271.0,0.0
24154.0,33099.0,7074.0,0.0
22555.0,29953.0,5832.0,0.0
22789.0,27412.0,7380.0,0.0
25181.0,23793.0,8028.0,0.0
20358.0,27269.0,6408.0,0.0
21385.0,27808.0,6147.0,0.0
22568.0,21923.0,6039.0,0.0
24518.0,24013.0,5913.0,0.0
25194.0,24354.0,7308.0,0.0
19955.0,24101.0,7938.0,0.0
23699.0,29282.0,9531.0,0.0
25298.0,29271.0,8622.0,0.0
27781.0,30239.0,10710.0,0.0
