3.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,-1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,-1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,-1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,1.284795885130496806e+01,-1.002038112133339709e+00,1.284795885130496806e+01,3.426322036817164296e+00,1.096507126044177660e+01,2.884925702996532060e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.284795885130496806e+01,1.384999696343830777e+01,1.577397942565248457e+01,-1.092397638909079127e+01,2.926020574347516501e+00,1.617729669820363592e+00,5.482535630220888301e+00,8.367461333217420361e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.577397942565248457e+01,1.384999696343830777e+01,1.402500000000000036e+01,-1.559897638909079198e+01,-1.748979425652484210e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.402500000000000036e+01,1.384999696343830777e+01,1.402500000000000036e+01,-1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.402500000000000036e+01,1.384999696343830777e+01,1.402500000000000036e+01,-1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.402500000000000036e+01,1.384999696343830777e+01,1.402500000000000036e+01,-1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.384999696343830777e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.402500000000000036e+01,1.684999696343830777e+01,2.796640360214628274e+01,-2.908593361292025392e+00,1.394140360214628238e+01,3.692303451396149683e+00,1.216448747225476623e+01,4.685509491183541542e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,3.736361980057259391e+00,3.113634983381049270e+00,0.000000000000000000e+00
