0.000000000000000000e+00,0.000000000000000000e+00,1.423187471409974023e+02,3.380000000000000426e+01,-1.085187471409973909e+02,3.380000000000001137e+01,9.684939982871130226e+00,2.600000000000000000e+01,1.163187471409974023e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.045416666666666288e+02,5.871180555555555429e+02
0.000000000000000000e+00,3.380000000000000426e+01,7.815416666666666288e+02,9.620000000000000284e+01,-7.191416666666665378e+02,6.240000000000009095e+01,1.827701142590927219e+01,4.800000000000000000e+01,7.335416666666666288e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.481750000000000682e+02,6.234791666666666288e+02
0.000000000000000000e+00,9.620000000000000284e+01,8.251750000000000682e+02,2.184000000000000057e+02,-7.029750000000001364e+02,1.221999999999999318e+02,3.647118118695404121e+01,9.400000000000000000e+01,7.311750000000000682e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.481750000000000682e+02,6.234791666666666288e+02
0.000000000000000000e+00,2.184000000000000057e+02,8.251750000000000682e+02,3.561999999999999886e+02,-6.873750000000001137e+02,1.377999999999999545e+02,4.099509673239566609e+01,1.060000000000000000e+02,7.191750000000000682e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.429793402777777374e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.561999999999999886e+02,8.199793402777777374e+02,4.940000000000000000e+02,-6.821793402777777828e+02,1.377999999999999545e+02,4.099509673239566609e+01,1.080000000000000000e+02,7.119793402777777374e+02,6.655533251837753017e-01,2.000000000000000000e+00,7.700000000000000000e+01,7.378197615258487758e+02,0.000000000000000000e+00
0.000000000000000000e+00,4.940000000000000000e+02,8.148197615258487758e+02,6.473999999999999773e+02,-6.614197615258487986e+02,1.533999999999999773e+02,4.524399231647931430e+01,1.180000000000000000e+02,6.968197615258487758e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.326960131819192839e+02,0.000000000000000000e+00
0.000000000000000000e+00,6.473999999999999773e+02,8.096960131819192839e+02,5.433999999999999773e+02,-9.136960131819192839e+02,-1.040000000000000000e+02,3.911519367150965110e+01,1.500000000000000000e+02,6.596960131819192839e+02,9.097084880522385220e+01,2.300000000000000000e+02,7.700000000000000000e+01,7.276078464237115213e+02,0.000000000000000000e+00
0.000000000000000000e+00,5.433999999999999773e+02,8.046078464237115213e+02,6.578000000000000682e+02,-6.902078464237114304e+02,1.144000000000000909e+02,4.613093801846489583e+01,1.520000000000000000e+02,6.526078464237115213e+02,2.413074223215020808e+01,6.400000000000000000e+01,7.700000000000000000e+01,7.225550141568801337e+02,0.000000000000000000e+00
0.000000000000000000e+00,6.578000000000000682e+02,7.995550141568801337e+02,8.242000000000000455e+02,-6.331550141568801564e+02,1.663999999999999773e+02,4.955015234559888881e+01,1.280000000000000000e+02,6.715550141568801337e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.175372710030129610e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.242000000000000455e+02,7.945372710030129610e+02,8.163999999999999773e+02,-8.023372710030130293e+02,-7.800000000000068212e+00,3.426155637760456329e+01,1.380000000000000000e+02,6.565372710030129610e+02,5.724334638909105166e+01,1.440000000000000000e+02,7.700000000000000000e+01,7.125543732877143839e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.163999999999999773e+02,7.895543732877143839e+02,9.256000000000000227e+02,-6.803543732877143384e+02,1.092000000000000455e+02,3.146692664028491038e+01,8.400000000000000000e+01,7.055543732877143839e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.076060790287718874e+02,0.000000000000000000e+00
0.000000000000000000e+00,9.256000000000000227e+02,7.846060790287718874e+02,1.050400000000000091e+03,-6.598060790287718191e+02,1.248000000000000682e+02,3.608186210625302692e+01,9.600000000000000000e+01,6.886060790287718874e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,7.026921479244055035e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.050400000000000091e+03,7.796921479244055035e+02,1.188200000000000045e+03,-6.418921479244055490e+02,1.377999999999999545e+02,3.932936877044620871e+01,1.060000000000000000e+02,6.736921479244055035e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.978123413415970617e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.188200000000000045e+03,7.748123413415971754e+02,1.328600000000000136e+03,-6.344123413415970845e+02,1.404000000000000909e+02,3.984871990274226761e+01,1.080000000000000000e+02,6.668123413415971754e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.929664223045027711e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.328600000000000136e+03,7.699664223045027711e+02,1.476799999999999955e+03,-6.217664223045029530e+02,1.481999999999998181e+02,4.147228539527779390e+01,1.140000000000000000e+02,6.559664223045027711e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.881541554829436791e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.476799999999999955e+03,7.651541554829436791e+02,1.586000000000000000e+03,-6.559541554829436336e+02,1.092000000000000455e+02,2.980183943294390048e+01,8.400000000000000000e+01,6.811541554829436791e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.833753071809787798e+02,0.000000000000000000e+00
