2.658101021286139257e+03,4.542000000000000000e+03,2.698600000000000000e+04,2.279748779773637580e+04,3.079063854866458569e+05
3.581508975994095181e+03,6.023000000000000000e+03,2.698600000000000000e+04,3.149418298023849275e+04,3.079063854866458569e+05
4.114655507231045704e+03,6.633000000000000000e+03,2.698600000000000000e+04,3.588490180258576584e+04,3.079063854866458569e+05
4.729952869196064057e+03,7.503000000000000000e+03,2.698600000000000000e+04,4.132430859456486360e+04,3.079063854866458569e+05
4.830080022454419122e+03,7.782000000000000000e+03,2.698600000000000000e+04,4.322042118612134800e+04,3.079063854866458569e+05
4.984489894239861314e+03,7.840000000000000000e+03,2.698600000000000000e+04,4.386923066228241805e+04,3.081864718009629869e+05
5.563684930940405138e+03,8.834000000000000000e+03,2.862100000000000000e+04,4.966967565256063244e+04,3.086318540023308597e+05
6.160696742767199794e+03,9.697000000000000000e+03,3.024700000000000000e+04,5.413101319340163172e+04,3.089555793358205701e+05
6.321578198643535870e+03,9.951000000000000000e+03,3.175200000000000000e+04,5.498285148523217504e+04,3.091813239079356426e+05
6.470193334305935423e+03,1.049800000000000000e+04,3.349800000000000000e+04,5.759044766561297001e+04,3.092778256202532793e+05
7.062259889362936519e+03,1.123300000000000000e+04,3.537400000000000000e+04,6.151508294590179139e+04,3.092855364104562323e+05
7.704958328812257605e+03,1.239300000000000000e+04,3.753600000000000000e+04,6.722813727204412862e+04,3.091720849095602171e+05
7.689126577259477926e+03,1.221300000000000000e+04,3.764700000000000000e+04,6.734024448765287525e+04,3.089936705299970927e+05
7.883952850326878433e+03,1.275600000000000000e+04,3.818000000000000000e+04,7.069110268018004717e+04,3.088506177440242027e+05
8.003646947952523988e+03,1.273100000000000000e+04,3.835500000000000000e+04,7.054986524319264572e+04,3.087247018870560569e+05
7.935935886568918249e+03,1.288300000000000000e+04,3.883300000000000000e+04,7.119690925139137835e+04,3.085294559661982930e+05
8.015194451954555916e+03,1.295400000000000000e+04,3.777600000000000000e+04,7.167623380316747352e+04,3.081947792479243362e+05
8.061347121015567609e+03,1.275700000000000000e+04,3.789900000000000000e+04,7.030358246244576003e+04,3.077769658507576096e+05
8.338535643026933030e+03,1.297100000000000000e+04,3.763500000000000000e+04,7.199401803638919955e+04,3.074370032278889557e+05
8.034843247708689887e+03,1.305600000000000000e+04,3.774500000000000000e+04,7.258191886784952658e+04,3.072418301712187240e+05
8.370796307501930642e+03,1.340800000000000000e+04,3.742200000000000000e+04,7.439328899721353082e+04,3.069602156543993042e+05
8.233581321186205969e+03,1.305100000000000000e+04,3.723600000000000000e+04,7.259162894164236786e+04,3.064982396321767592e+05
8.480374965191675074e+03,1.343700000000000000e+04,3.726600000000000000e+04,7.506328408892264997e+04,3.058927096326805186e+05
8.411893997274339199e+03,1.320700000000000000e+04,3.726600000000000000e+04,7.394927380468421325e+04,3.053579021919303341e+05
8.365414221004150022e+03,1.322400000000000000e+04,3.726600000000000000e+04,7.366238526080345036e+04,3.050106918009172077e+05
8.415740720609983327e+03,1.339200000000000000e+04,3.739300000000000000e+04,7.434915229815496423e+04,3.046157189528442104e+05
8.494437025358121900e+03,1.344900000000000000e+04,3.742300000000000000e+04,7.446832138561310421e+04,3.041916839790228987e+05
8.265302536078013873e+03,1.291500000000000000e+04,3.746600000000000000e+04,7.181040936830561259e+04,3.039625643460635911e+05
8.437741084137973303e+03,1.320800000000000000e+04,3.754300000000000000e+04,7.336843484507343965e+04,3.037853684284689371e+05
8.522991564813379227e+03,1.335700000000000000e+04,3.770000000000000000e+04,7.364649604914248630e+04,3.034484612785222125e+05
8.267235832454578485e+03,1.337500000000000000e+04,3.770000000000000000e+04,7.414700621646670334e+04,3.031205580430608825e+05
8.263680865453106890e+03,1.328300000000000000e+04,3.770700000000000000e+04,7.336313844118632551e+04,3.026709145520923194e+05
8.244822763919299177e+03,1.303600000000000000e+04,3.770700000000000000e+04,7.190486190429092676e+04,3.024513255886355182e+05
8.183533104305607594e+03,1.331600000000000000e+04,3.777600000000000000e+04,7.345141183930345869e+04,3.025693771528628422e+05
8.186552282272069533e+03,1.308400000000000000e+04,3.777600000000000000e+04,7.215026195105649822e+04,3.025038506945112604e+05
8.291969638065867912e+03,1.323200000000000000e+04,3.777600000000000000e+04,7.294030886420515890e+04,3.023254893464340712e+05
8.206383139100369590e+03,1.321900000000000000e+04,3.781500000000000000e+04,7.297297002150851768e+04,3.023252274965838296e+05
8.286130318553936377e+03,1.346500000000000000e+04,3.776300000000000000e+04,7.415583355627840501e+04,3.023425951874474413e+05
8.277518186568451711e+03,1.342800000000000000e+04,3.776300000000000000e+04,7.438534439138298330e+04,3.021842298835984548e+05
8.676573096197889754e+03,1.381800000000000000e+04,3.769100000000000000e+04,7.594072166620730422e+04,3.019733186687753769e+05
8.996443061045034483e+03,1.408400000000000000e+04,3.769100000000000000e+04,7.737163344968645833e+04,3.018591195347963949e+05
8.505349733240804198e+03,1.352700000000000000e+04,3.767300000000000000e+04,7.477816101300431183e+04,3.020400712192970677e+05
8.782219586440816784e+03,1.370600000000000000e+04,3.767300000000000000e+04,7.599898210896459932e+04,3.021118662848796812e+05
9.085853115621699544e+03,1.434100000000000000e+04,3.767700000000000000e+04,7.962083963371146820e+04,3.020553859447647119e+05
9.008212463966376163e+03,1.429200000000000000e+04,3.767700000000000000e+04,7.956081372299173381e+04,3.021270711499958998e+05
9.221565773324258771e+03,1.445800000000000000e+04,3.771400000000000000e+04,8.041706568472813524e+04,3.021909496441062656e+05
9.262240057355760655e+03,1.456900000000000000e+04,3.773000000000000000e+04,8.067217580528676626e+04,3.022516614212847780e+05
9.361294149611485409e+03,1.447400000000000000e+04,3.773000000000000000e+04,8.071454703638300998e+04,3.021508750950608519e+05
9.240557100806827293e+03,1.473400000000000000e+04,3.773000000000000000e+04,8.187269401968018792e+04,3.018814606985963183e+05
9.466170626564256963e+03,1.479700000000000000e+04,3.779100000000000000e+04,8.165024505642491567e+04,3.015009462867467082e+05
9.140916753119918212e+03,1.461700000000000000e+04,3.778300000000000000e+04,8.104115860941648134e+04,3.013123519099105615e+05
9.060527590969899393e+03,1.459800000000000000e+04,3.784400000000000000e+04,8.126449030665282044e+04,3.013901372851424385e+05
8.625828031317567365e+03,1.403200000000000000e+04,3.784400000000000000e+04,7.716772190003575815e+04,3.014398756186446990e+05
9.078635020406736658e+03,1.415500000000000000e+04,3.779800000000000000e+04,7.732573128266546701e+04,3.014340561776426039e+05
9.013898735587663396e+03,1.430500000000000000e+04,3.779800000000000000e+04,7.882549631667585345e+04,3.013088052005522186e+05
9.197838753815043674e+03,1.479200000000000000e+04,3.778100000000000000e+04,8.143309249705665570e+04,3.011195199554293649e+05
9.166444020316883325e+03,1.478000000000000000e+04,3.777400000000000000e+04,8.124595289304830658e+04,3.009834699457539245e+05
9.462907288798476657e+03,1.522000000000000000e+04,3.777900000000000000e+04,8.330713673908382771e+04,3.009990716859115637e+05
9.220463259955684407e+03,1.464900000000000000e+04,3.777700000000000000e+04,8.073749811989342561e+04,3.012539609432961443e+05
9.242608567542476521e+03,1.469900000000000000e+04,3.777700000000000000e+04,8.050798728478883277e+04,3.016388474291510647e+05
9.311229523058078485e+03,1.465100000000000000e+04,3.777700000000000000e+04,8.016372103213197261e+04,3.021088357367412536e+05
9.046426428338607366e+03,1.453700000000000000e+04,3.778100000000000000e+04,7.994656847276382905e+04,3.023152053426639177e+05
9.461608879729814362e+03,1.495800000000000000e+04,3.778100000000000000e+04,8.207395736738720734e+04,3.021753524822308100e+05
9.354094364914304606e+03,1.494300000000000000e+04,3.778100000000000000e+04,8.242793369383705431e+04,3.021516445242360351e+05
9.646112685140951726e+03,1.521200000000000000e+04,3.778200000000000000e+04,8.381382604427642946e+04,3.022946507546271896e+05
9.708277197883651752e+03,1.542000000000000000e+04,3.774200000000000000e+04,8.452972330300656904e+04,3.026009674825093243e+05
9.756309571149087787e+03,1.540900000000000000e+04,3.780000000000000000e+04,8.495520108193125634e+04,3.028307701657003490e+05
9.854488249743542838e+03,1.576800000000000000e+04,3.778900000000000000e+04,8.673479278797301231e+04,3.028819264474959346e+05
9.885891741397237638e+03,1.567600000000000000e+04,3.778900000000000000e+04,8.628459845757551375e+04,3.028077030915064388e+05
9.864473412063169235e+03,1.565600000000000000e+04,3.777800000000000000e+04,8.662886471023253398e+04,3.027393941677095718e+05
9.568321720088939401e+03,1.562800000000000000e+04,3.777800000000000000e+04,8.651234382471788558e+04,3.029330721036302857e+05
9.717191608802317205e+03,1.560200000000000000e+04,3.780800000000000000e+04,8.587236168836845900e+04,3.031755610008785734e+05
