#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
12,Basic pharmaceutical products and pharmaceutical preparations,I,From 10 to 19 persons employed,4.56947911044382e-10,0.03273716299284782,1.0,10,19,0.00997579845978908,388.48648648648646,3884.8648648648646,7381.243243243242,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,I,From 20 to 49 persons employed,2.829360246541046e-10,0.03273716299284782,1.0,20,49,0.006176880757616855,388.48648648648646,7769.729729729729,19035.837837837837,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,I,From 50 to 249 persons employed,1.3527018528116684e-10,0.03273716299284782,1.0,50,249,0.002953133329571522,388.48648648648646,19424.324324324323,96733.13513513513,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,I,250 persons employed or more,4.5171321544422715e-11,0.03273716299284782,1.0,250,1750,0.0009861517888539422,388.48648648648646,97121.62162162161,679851.3513513512,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,Int,From 0 to 9 persons employed,0.0008140643667018689,0.03273716299284782,1.0,0,9,17772.139579219813,388.48648648648646,388.48648648648646,3496.3783783783783,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,Int,From 10 to 19 persons employed,0.0001446571552620952,0.03273716299284782,1.0,10,19,3158.063735017092,388.48648648648646,3884.8648648648646,7381.243243243242,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,Int,From 20 to 49 persons employed,8.956977252414556e-05,0.03273716299284782,1.0,20,49,1955.430755220683,388.48648648648646,7769.729729729729,19035.837837837837,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,Int,From 50 to 249 persons employed,4.2822824487427344e-05,0.03273716299284782,1.0,50,249,934.8808830072622,388.48648648648646,19424.324324324323,96733.13513513513,0.15,42663.13644651836
12,Basic pharmaceutical products and pharmaceutical preparations,Int,250 persons employed or more,1.4299999444380695e-05,0.03273716299284782,1.0,250,1750,312.18856457006996,388.48648648648646,97121.62162162161,679851.3513513512,0.15,42663.13644651836
13,Rubber and plastic products,C,From 0 to 9 persons employed,0.00017450893979557088,0.051463025750899116,1.0,0,9,3809.7690584758925,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
13,Rubber and plastic products,C,From 10 to 19 persons employed,3.1009792138311956e-05,0.051463025750899116,1.0,10,19,676.9862147847873,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
13,Rubber and plastic products,C,From 20 to 49 persons employed,1.920084784480373e-05,0.051463025750899116,1.0,20,49,419.18079441276495,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
13,Rubber and plastic products,C,From 50 to 249 persons employed,9.179821652959719e-06,0.051463025750899116,1.0,50,249,200.40807385995356,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
13,Rubber and plastic products,C,250 persons employed or more,3.0654550723383217e-06,0.051463025750899116,1.0,250,1750,66.9230808371396,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
13,Rubber and plastic products,I,From 0 to 9 persons employed,2.301848033929293e-05,0.051463025750899116,1.0,0,9,502.52493810634917,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
13,Rubber and plastic products,I,From 10 to 19 persons employed,4.090325065853221e-06,0.051463025750899116,1.0,10,19,89.29739584259096,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
13,Rubber and plastic products,I,From 20 to 49 persons employed,2.532674481497178e-06,0.051463025750899116,1.0,20,49,55.29175116244856,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
13,Rubber and plastic products,I,From 50 to 249 persons employed,1.2108579909109725e-06,0.051463025750899116,1.0,50,249,26.434687606176087,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
13,Rubber and plastic products,I,250 persons employed or more,4.0434671940741655e-07,0.051463025750899116,1.0,250,1750,8.827442435322771,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
13,Rubber and plastic products,Int,From 0 to 9 persons employed,0.0017511716263645383,0.051463025750899116,1.0,0,9,38230.47395749437,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
13,Rubber and plastic products,Int,From 10 to 19 persons employed,0.00031117871781060626,0.051463025750899116,1.0,10,19,6793.457413470217,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
13,Rubber and plastic products,Int,From 20 to 49 persons employed,0.00019267769311619176,0.051463025750899116,1.0,20,49,4206.417816488342,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
13,Rubber and plastic products,Int,From 50 to 249 persons employed,9.211816444808795e-05,0.051463025750899116,1.0,50,249,2011.0656396688894,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
13,Rubber and plastic products,Int,250 persons employed or more,3.076139222931872e-05,0.051463025750899116,1.0,250,1750,671.5633047119895,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
14,Other non-metallic mineral products,C,From 0 to 9 persons employed,0.00010159455666155943,0.03620832672900528,1.0,0,9,2217.948254869912,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
14,Other non-metallic mineral products,C,From 10 to 19 persons employed,1.805309279942616e-05,0.03620832672900528,1.0,10,19,394.12373049551553,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
14,Other non-metallic mineral products,C,From 20 to 49 persons employed,1.1178233198849586e-05,0.03620832672900528,1.0,20,49,244.03613373213568,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
14,Other non-metallic mineral products,C,From 50 to 249 persons employed,5.344252919977322e-06,0.03620832672900528,1.0,50,249,116.67235752535238,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
14,Other non-metallic mineral products,C,250 persons employed or more,1.7846280506028538e-06,0.03620832672900528,1.0,250,1750,38.960873500461574,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
14,Other non-metallic mineral products,I,From 0 to 9 persons employed,4.011750239176311e-05,0.03620832672900528,1.0,0,9,875.819998072963,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
14,Other non-metallic mineral products,I,From 10 to 19 persons employed,7.128777538469584e-06,0.03620832672900528,1.0,10,19,155.63097296124118,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
14,Other non-metallic mineral products,I,From 20 to 49 persons employed,4.4140435455063354e-06,0.03620832672900528,1.0,20,49,96.3646134240171,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
14,Other non-metallic mineral products,I,From 50 to 249 persons employed,2.1103303793489506e-06,0.03620832672900528,1.0,50,249,46.07140122347692,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
14,Other non-metallic mineral products,I,250 persons employed or more,7.047111817906777e-07,0.03620832672900528,1.0,250,1750,15.384809848098367,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
14,Other non-metallic mineral products,Int,From 0 to 9 persons employed,0.0012293525206642556,0.03620832672900528,1.0,0,9,26838.448509701488,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
14,Other non-metallic mineral products,Int,From 10 to 19 persons employed,0.0002184527977487373,0.03620832672900528,1.0,10,19,4769.123636735053,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
14,Other non-metallic mineral products,Int,From 20 to 49 persons employed,0.00013526304569010626,0.03620832672900528,1.0,20,49,2952.9774625245695,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
14,Other non-metallic mineral products,Int,From 50 to 249 persons employed,6.466853160379333e-05,0.03620832672900528,1.0,50,249,1411.8025761305742,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
14,Other non-metallic mineral products,Int,250 persons employed or more,2.159502501463132e-05,0.03620832672900528,1.0,250,1750,471.44895965864674,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
15,Basic metals,C,From 0 to 9 persons employed,1.8248708023000907e-06,0.04270418092187881,1.0,0,9,39.83942786233933,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
15,Basic metals,C,From 10 to 19 persons employed,3.242748728225134e-07,0.04270418092187881,1.0,10,19,7.079364406016361,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
15,Basic metals,C,From 20 to 49 persons employed,2.0078665684655237e-07,0.04270418092187881,1.0,20,49,4.383447595893461,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
15,Basic metals,C,From 50 to 249 persons employed,9.599501621196327e-08,0.04270418092187881,1.0,50,249,2.0957026210843526,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
15,Basic metals,C,250 persons employed or more,3.20560050609791e-08,0.04270418092187881,1.0,250,1750,0.6998264751521022,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
15,Basic metals,I,From 0 to 9 persons employed,1.0971416603940909e-05,0.04270418092187881,1.0,0,9,239.52104433336083,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
15,Basic metals,I,From 10 to 19 persons employed,1.9495926612675865e-06,0.04270418092187881,1.0,10,19,42.562276787824686,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
15,Basic metals,I,From 20 to 49 persons employed,1.207161656594795e-06,0.04270418092187881,1.0,20,49,26.353991567772255,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
15,Basic metals,I,From 50 to 249 persons employed,5.771374682722974e-07,0.04270418092187881,1.0,50,249,12.599701033578317,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
15,Basic metals,I,250 persons employed or more,1.9272585529822326e-07,0.04270418092187881,1.0,250,1750,4.207469262856117,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
15,Basic metals,Int,From 0 to 9 persons employed,0.0016042403214944568,0.04270418092187881,1.0,0,9,35022.762423224114,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
15,Basic metals,Int,From 10 to 19 persons employed,0.00028506940084398164,0.04270418092187881,1.0,10,19,6223.455280433875,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
15,Basic metals,Int,From 20 to 49 persons employed,0.00017651115384460022,0.04270418092187881,1.0,20,49,3853.480132197236,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
15,Basic metals,Int,From 50 to 249 persons employed,8.438902933601826e-05,0.04270418092187881,1.0,50,249,1842.3280389864394,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
15,Basic metals,Int,250 persons employed or more,2.8180370796680853e-05,0.04270418092187881,1.0,250,1750,615.2160734191636,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",C,From 0 to 9 persons employed,0.0001580818677263988,0.10945780324006169,1.0,0,9,3451.1435865442036,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",C,From 10 to 19 persons employed,2.809074345861203e-05,0.10945780324006169,1.0,10,19,613.2593859292955,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",C,From 20 to 49 persons employed,1.7393412009680954e-05,0.10945780324006169,1.0,20,49,379.7219957523765,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",C,From 50 to 249 persons employed,8.315696341947182e-06,0.10945780324006169,1.0,50,249,181.5430353329991,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",C,250 persons employed or more,2.776894202865956e-06,0.10945780324006169,1.0,250,1750,60.623402016727546,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",I,From 0 to 9 persons employed,0.0004827636297501729,0.10945780324006169,1.0,0,9,10539.390940855403,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",I,From 10 to 19 persons employed,8.57858619049946e-05,0.10945780324006169,1.0,10,19,1872.82280623098,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",I,From 20 to 49 persons employed,5.3117456393334285e-05,0.10945780324006169,1.0,20,49,1159.62679086429,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",I,From 50 to 249 persons employed,2.539516902018646e-05,0.10945780324006169,1.0,50,249,554.4113056970591,112.73217100992304,5636.608550496152,28070.310581470836,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",I,250 persons employed or more,8.48031177824901e-06,0.10945780324006169,1.0,250,1750,185.13681566600033,112.73217100992304,28183.04275248076,197281.2992673653,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",Int,From 0 to 9 persons employed,0.0035038839212381983,0.10945780324006169,1.0,0,9,76494.58281771804,112.73217100992304,112.73217100992304,1014.5895390893073,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",Int,From 10 to 19 persons employed,0.0006226312084736399,0.10945780324006169,1.0,10,19,13592.891663103961,112.73217100992304,1127.3217100992304,2141.9112491885376,0.15,42663.13644651836
16,"Fabricated metal products, except machinery and equipment",Int,From 20 to 49 persons employed,0.00038552490271479174,0.10945780324006169,1.0,20,49,8416.53640985572,112.73217100992304,2254.6434201984607,5523.876379486229,0.15,42663.13644651836
