357340.629546145,449590.2140313991
64895.22369448807,66916.05290698486
18586.314934615966,22843.87807984674
120239.7850252373,131714.95705655008
252247.049960569,871205.3677510422
62413.10428973646,133110.7252545425
43487.33088223398,105648.58250741864
47871.78863296834,138043.46846765518
25474.010696392885,41540.19914236208
50508.7097591629,744486.5430481909
240160.9087331835,606013.9013066972
121671.49676647205,147607.4362104688
114270.32051537237,258945.137827111
80607.43695251437,164813.4225313694
96445.13117514206,521621.65502985544
244610.16903967923,454382.4873008872
105305.93251897502,135483.8766111615
123272.00200205507,279754.88194293267
277766.0553440763,565222.8523728763
270437.299618099,853035.8084580589
71289.9232235517,225188.550093703
91380.84120840166,149302.3637679125
91444.63656242093,151593.58616872254
329600.7105536006,606153.6824137485
39176.51845561613,44899.18435089305
151126.63698199298,242289.45011492434
613966.8297337987,1116007.4426560837
207309.6795135929,179848.31195470935
787640.4095304308,823634.9873564079
635242.9294225179,480222.4510562787
312751.5695711798,429571.91180942394
29746.143410808934,98847.77669230742
42577.59229688938,155630.57407547213
246376.6421032699,397444.2646827314
80590.08203407147,118571.92429420685
462368.34647849906,497302.2348440148
60222.736112484155,60174.89577949025
50475.580502407705,83352.88380292764
78874.0317901168,102115.39770090126
461683.5459904518,508183.56807379174
251950.31783017566,234445.77081855276
68656.13317439081,147729.80274612948
83246.41039316816,108924.80086472315
0.0,0.0
1528264.7110527067,458761.3020593028
397208.423556162,400385.6875778221
162634.64020627618,159373.37010279443
99555.59210110204,69535.2385871323
47652.291807131405,78219.00187397316
38026.58982884479,41049.39926327635
35116.01519983249,25315.343403104303
194780.66681991823,46945.85020368165
17102.464809719902,59783.9465836495
263328.9380584843,235556.98776547454
1078279.9885980661,500692.7902837611
773904.7412667458,183648.54706998903
839864.1927587187,506806.8962167759
502073.19982443674,208640.37039322246
69080.35263397447,59944.55200808114
71575.37009001523,70078.96393639295
94098.54053455929,64158.24369956513
8360.175410790409,8262.554561575402
40299.770853063,21448.50072208487
52157.41950726784,19.192565884569685
