0.000000000000000000e+00,0.000000000000000000e+00,1.570217269272170881e+02,2.578333333333333144e+01,-1.312383935938837567e+02,2.578333333333333144e+01,4.898952751772431391e+00,1.983333333333333215e+01,1.371883935938837453e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.578333333333333144e+01,1.570217269272170881e+02,9.208333333333332860e+01,-9.072172692721709097e+01,6.629999999999999716e+01,1.300245770173492232e+01,5.100000000000000000e+01,1.060217269272170881e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.208333333333332860e+01,1.570217269272170881e+02,2.025833333333333144e+02,-4.652172692721710234e+01,1.104999999999999858e+02,2.244877549503871350e+01,8.500000000000000000e+01,7.202172692721708813e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.025833333333333144e+02,1.570217269272170881e+02,3.536000000000000227e+02,-6.005060260550379780e+00,1.510166666666667084e+02,3.099781835759296911e+01,1.161666666666666572e+02,4.085506026055042383e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.536000000000000227e+02,1.570217269272170881e+02,5.156666666666667425e+02,5.044939739449660010e+00,1.620666666666667481e+02,3.311790474556566721e+01,1.246666666666666572e+02,3.235506026055042383e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.156666666666667425e+02,1.570217269272170881e+02,6.998333333333333712e+02,2.714493973944956906e+01,1.841666666666666572e+02,3.719636842983072000e+01,1.416666666666666572e+02,1.535506026055042383e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.998333333333333712e+02,1.570217269272170881e+02,8.840000000000000000e+02,2.714493973944956906e+01,1.841666666666666572e+02,3.719636842983072000e+01,1.416666666666666572e+02,1.535506026055042383e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.840000000000000000e+02,1.570217269272170597e+02,1.042383333333333667e+03,1.361606406116607104e+00,1.583833333333336668e+02,3.281965033650015329e+01,1.218333333333333144e+02,3.518839359388375954e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.042383333333333667e+03,1.570217269272170881e+02,1.208133333333333667e+03,8.728273072782940289e+00,1.657500000000000284e+02,3.428397113698576959e+01,1.274999999999999858e+02,2.952172692721709524e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.208133333333333667e+03,1.570217269272170597e+02,1.384933333333333621e+03,1.977827307278289481e+01,1.767999999999999545e+02,3.630432575166236120e+01,1.359999999999999716e+02,2.102172692721709168e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,1.030217269272171023e+02,0.000000000000000000e+00,1.000000000000000000e+00
