0.000000000000000000e+00,0.000000000000000000e+00,2.038129297085222049e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.383333333333333570e+01,-1.499795963751888621e+02,5.383333333333334281e+01,1.517287163253871540e+01,5.383333333333333570e+01,1.499795963751888621e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.360000000000000000e+02,2.038129297085221765e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000000e+02,-2.038129297085221765e+02,0.000000000000000000e+00,2.249145409174335342e+01,8.216666666666667140e+01,1.216462630418555193e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.323333333333333428e+02,2.038129297085222049e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.323333333333333428e+02,-2.038129297085222049e+02,0.000000000000000000e+00,2.585652825640113406e+01,9.633333333333334281e+01,1.074795963751888621e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.768333333333333712e+02,2.038129297085221765e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.768333333333333712e+02,-2.038129297085221765e+02,0.000000000000000000e+00,3.899843614491250321e+01,1.445000000000000000e+02,5.931292970852219071e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.172492321673958031e+02,2.038129297085222049e+02,3.741261517489062953e+02,1.974923216739580312e+01,2.975000000000000000e+02,1.703132220403840620e+02,3.741261517489062953e+02,5.116028807200508766e+01,1.898333333333333428e+02,1.397959637518886211e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.710587243384605927e+02,2.038129297085222049e+02,2.210357617434028157e+02,1.405872433846062108e+01,3.570000000000000000e+02,1.722283203488052550e+01,2.210357617434027304e+02,5.393755477694220701e+01,2.011666666666666856e+02,2.646263041855528630e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.332159022157476329e+02,2.038129297085221765e+02,1.601423318406951424e+01,3.382568882414277667e+00,5.298333333333333712e+02,-1.877986965244526232e+02,1.601423318406955332e+01,4.661897231773757255e+01,1.728333333333333144e+02,3.097959637518886211e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,7.170238953999505611e+02,2.038129297085221765e+02,4.788010223695380319e+00,1.905620666173577504e-01,7.168333333333332575e+02,-1.990249194848267962e+02,4.788010223695380319e+00,4.994384963703663516e+01,1.869999999999999716e+02,1.681292970852219426e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.038898588249522845e+02,2.038129297085221765e+02,2.010548624973147458e-01,5.652549161914791065e-02,9.038333333333331439e+02,-2.036118748460247616e+02,2.010548624974148879e-01,4.994384963703663516e+01,1.869999999999999716e+02,1.681292970852219426e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.147361426080284730e+02,2.038129297085221765e+02,1.314230574325385533e+03,5.890280927469541439e+01,1.558333333333330586e+02,1.110417644616863299e+03,1.314230574325385533e+03,4.994384963703663516e+01,1.869999999999999716e+02,1.681292970852219426e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.318129297085222049e+02,0.000000000000000000e+00,1.000000000000000000e+00
