1.000000000000000000e+00,0.000000000000000000e+00,6.524225273229070865e+01,2.880000000000000071e+01,-3.644225273229071149e+01,2.879999999999999716e+01
1.000000000000000000e+00,2.880000000000000071e+01,6.524225273229070865e+01,7.320000000000000284e+01,-2.084225273229070652e+01,4.440000000000000568e+01
1.000000000000000000e+00,7.320000000000000284e+01,6.524225273229070865e+01,1.200000000000000000e+02,-1.844225273229071149e+01,4.679999999999999716e+01
1.000000000000000000e+00,1.200000000000000000e+02,6.524225273229072286e+01,1.691999999999999886e+02,-1.604225273229073423e+01,4.919999999999998863e+01
1.000000000000000000e+00,1.691999999999999886e+02,6.524225273229070865e+01,2.255999999999999943e+02,-8.842252732290717177e+00,5.639999999999999147e+01
1.000000000000000000e+00,2.255999999999999943e+02,6.524225273229070865e+01,2.640000000000000000e+02,-2.684225273229068875e+01,3.840000000000001990e+01
1.000000000000000000e+00,2.640000000000000000e+02,6.524225273229072286e+01,3.071999999999999886e+02,-2.204225273229073423e+01,4.319999999999998863e+01
1.000000000000000000e+00,3.071999999999999886e+02,6.524225273229070865e+01,3.611999999999999886e+02,-1.124225273229069444e+01,5.400000000000001421e+01
1.000000000000000000e+00,3.611999999999999886e+02,6.524225273229072286e+01,4.056000000000000227e+02,-2.084225273229066033e+01,4.440000000000006253e+01
1.000000000000000000e+00,4.056000000000000227e+02,6.524225273229072286e+01,4.620000000000000000e+02,-8.842252732290717177e+00,5.640000000000000568e+01
