1.000000000000000000e+00,0.000000000000000000e+00,6.026285852914860186e+01,1.800000000000000000e+01,-4.226285852914860186e+01,1.800000000000000000e+01
1.000000000000000000e+00,1.800000000000000000e+01,6.026285852914860186e+01,3.600000000000000000e+01,-4.226285852914860186e+01,1.800000000000000000e+01
1.000000000000000000e+00,3.600000000000000000e+01,6.026285852914859476e+01,7.679999999999999716e+01,-1.946285852914859760e+01,4.079999999999999716e+01
1.000000000000000000e+00,7.679999999999999716e+01,6.026285852914859476e+01,1.175999999999999943e+02,-1.946285852914859760e+01,4.079999999999999716e+01
1.000000000000000000e+00,1.175999999999999943e+02,6.026285852914860186e+01,1.475999999999999943e+02,-3.026285852914860186e+01,3.000000000000000000e+01
1.000000000000000000e+00,1.475999999999999943e+02,6.026285852914860186e+01,1.776000000000000227e+02,-3.026285852914857344e+01,3.000000000000002842e+01
1.000000000000000000e+00,1.776000000000000227e+02,6.026285852914860186e+01,2.148000000000000114e+02,-2.306285852914862744e+01,3.719999999999997442e+01
1.000000000000000000e+00,2.148000000000000114e+02,6.026285852914860186e+01,2.520000000000000284e+02,-2.306285852914857060e+01,3.720000000000003126e+01
1.000000000000000000e+00,2.520000000000000284e+02,6.026285852914859476e+01,2.988000000000000114e+02,-1.346285852914860470e+01,4.679999999999999005e+01
1.000000000000000000e+00,2.988000000000000114e+02,6.026285852914859476e+01,3.456000000000000227e+02,-1.346285852914860470e+01,4.679999999999999005e+01
