0.000000000000000000e+00,0.000000000000000000e+00,1.161683858487813836e+02,3.300000000000000000e+01,-8.316838584878138363e+01,3.300000000000000000e+01
0.000000000000000000e+00,3.300000000000000000e+01,1.161683858487813836e+02,1.350000000000000000e+01,-1.356683858487813836e+02,-1.950000000000000000e+01
0.000000000000000000e+00,1.350000000000000000e+01,1.161683858487813836e+02,6.150000000000000000e+01,-6.816838584878138363e+01,4.800000000000000000e+01
0.000000000000000000e+00,6.150000000000000000e+01,1.161683858487813836e+02,1.380000000000000000e+02,-3.966838584878138363e+01,7.650000000000000000e+01
0.000000000000000000e+00,1.380000000000000000e+02,1.161683858487813836e+02,2.400000000000000000e+02,-1.416838584878138363e+01,1.020000000000000000e+02
0.000000000000000000e+00,2.400000000000000000e+02,1.161683858487813836e+02,3.420000000000000000e+02,-1.416838584878138363e+01,1.020000000000000000e+02
0.000000000000000000e+00,3.420000000000000000e+02,1.161683858487813836e+02,4.470000000000000000e+02,-1.116838584878138363e+01,1.050000000000000000e+02
0.000000000000000000e+00,4.470000000000000000e+02,1.161683858487813836e+02,5.475000000000000000e+02,-1.566838584878138363e+01,1.005000000000000000e+02
0.000000000000000000e+00,5.475000000000000000e+02,1.161683858487813836e+02,6.525000000000000000e+02,-1.116838584878132679e+01,1.050000000000000568e+02
0.000000000000000000e+00,6.525000000000000000e+02,1.161683858487813836e+02,7.440000000000000000e+02,-2.466838584878132679e+01,9.150000000000005684e+01
