2.000000000000000000e+00,0.000000000000000000e+00,1.041118528948212152e+01,0.000000000000000000e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.041118528948211974e+01,5.250000000000000000e+00,-5.161185289482119742e+00,5.250000000000000000e+00
2.000000000000000000e+00,5.250000000000000000e+00,1.041118528948212152e+01,5.250000000000000000e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.250000000000000000e+00,1.041118528948212152e+01,5.250000000000000000e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.250000000000000000e+00,1.041118528948212152e+01,5.250000000000000000e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.250000000000000000e+00,1.041118528948212152e+01,6.299999999999999822e+00,-9.361185289482122585e+00,1.049999999999998934e+00
2.000000000000000000e+00,6.299999999999999822e+00,1.041118528948212152e+01,6.299999999999999822e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,6.299999999999999822e+00,1.041118528948212152e+01,6.299999999999999822e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,6.299999999999999822e+00,1.041118528948212152e+01,6.299999999999999822e+00,-1.041118528948212152e+01,0.000000000000000000e+00
2.000000000000000000e+00,6.299999999999999822e+00,1.041118528948212152e+01,6.299999999999999822e+00,-1.041118528948212152e+01,0.000000000000000000e+00
