2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.652413287791972607e+00,0.000000000000000000e+00,-7.652413287791972607e+00,0.000000000000000000e+00
