A,MIO_EUR,C10-12,TOTAL,CPA_K66,EU27_2020	2338.2 
A,MIO_EUR,C10-12,TOTAL,CPA_L68B,EU27_2020	8985.12 
A,MIO_EUR,C10-12,TOTAL,CPA_M69_70,EU27_2020	23851.09 
A,MIO_EUR,C10-12,TOTAL,CPA_M71,EU27_2020	4426.61 
A,MIO_EUR,C10-12,TOTAL,CPA_M72,EU27_2020	200.69 
A,MIO_EUR,C10-12,TOTAL,CPA_M73,EU27_2020	20081.32 
A,MIO_EUR,C10-12,TOTAL,CPA_M74_75,EU27_2020	3005.92 
A,MIO_EUR,C10-12,TOTAL,CPA_N77,EU27_2020	8121.83 
A,MIO_EUR,C10-12,TOTAL,CPA_N78,EU27_2020	11587.2 
A,MIO_EUR,C10-12,TOTAL,CPA_N79,EU27_2020	304.95 
A,MIO_EUR,C10-12,TOTAL,CPA_N80-82,EU27_2020	11981.22 
A,MIO_EUR,C10-12,TOTAL,CPA_O,EU27_2020	2339.9 
A,MIO_EUR,C10-12,TOTAL,CPA_P,EU27_2020	1653.23 
A,MIO_EUR,C10-12,TOTAL,CPA_Q86,EU27_2020	411.72 
A,MIO_EUR,C10-12,TOTAL,CPA_Q87_88,EU27_2020	9.91 
A,MIO_EUR,C10-12,TOTAL,CPA_R90-92,EU27_2020	532.86 
A,MIO_EUR,C10-12,TOTAL,CPA_R93,EU27_2020	1208.38 
A,MIO_EUR,C10-12,TOTAL,CPA_S94,EU27_2020	994.04 
A,MIO_EUR,C10-12,TOTAL,CPA_S95,EU27_2020	774.44 
A,MIO_EUR,C10-12,TOTAL,CPA_S96,EU27_2020	483.78 
A,MIO_EUR,C10-12,TOTAL,CPA_T,EU27_2020	0.06 
A,MIO_EUR,C10-12,TOTAL,CPA_U,EU27_2020	6.54 
A,MIO_EUR,C10-12,TOTAL,D1,EU27_2020	147133.21 
A,MIO_EUR,C10-12,TOTAL,D21X31,EU27_2020	6811.34 
A,MIO_EUR,C10-12,TOTAL,D29X39,EU27_2020	2336.77 
A,MIO_EUR,C10-12,TOTAL,IMP,EU27_2020	103873.44 
A,MIO_EUR,C10-12,TOTAL,P1,EU27_2020	1274739.86 
A,MIO_EUR,C10-12,TOTAL,P2,EU27_2020	990067.83 
A,MIO_EUR,C10-12,TOTAL,P2_ADJ,EU27_2020	990067.83 
A,MIO_EUR,C10-12,TOTAL,P51C,EU27_2020	0 
A,MIO_EUR,C10-12,TOTAL,TOTAL,EU27_2020	983256.48 
A,MIO_EUR,C13-15,TOTAL,ADJ_P6,EU27_2020	0 
A,MIO_EUR,C13-15,TOTAL,B1G,EU27_2020	70250.23 
A,MIO_EUR,C13-15,TOTAL,B2A3G,EU27_2020	30666.2 
A,MIO_EUR,C13-15,TOTAL,B2A3N,EU27_2020	0 
A,MIO_EUR,C13-15,TOTAL,B3G,EU27_2020	0 
A,MIO_EUR,C13-15,TOTAL,CPA_A01,EU27_2020	3881.34 
A,MIO_EUR,C13-15,TOTAL,CPA_A02,EU27_2020	10.71 
A,MIO_EUR,C13-15,TOTAL,CPA_A03,EU27_2020	7.25 
A,MIO_EUR,C13-15,TOTAL,CPA_B,EU27_2020	193.46 
A,MIO_EUR,C13-15,TOTAL,CPA_C10-12,EU27_2020	2159.99 
A,MIO_EUR,C13-15,TOTAL,CPA_C13-15,EU27_2020	56968.48 
A,MIO_EUR,C13-15,TOTAL,CPA_C16,EU27_2020	255.64 
A,MIO_EUR,C13-15,TOTAL,CPA_C17,EU27_2020	1181.3 
A,MIO_EUR,C13-15,TOTAL,CPA_C18,EU27_2020	233.57 
A,MIO_EUR,C13-15,TOTAL,CPA_C19,EU27_2020	378.77 
A,MIO_EUR,C13-15,TOTAL,CPA_C20,EU27_2020	9847.24 
A,MIO_EUR,C13-15,TOTAL,CPA_C21,EU27_2020	14.22 
A,MIO_EUR,C13-15,TOTAL,CPA_C22,EU27_2020	3036.86 
A,MIO_EUR,C13-15,TOTAL,CPA_C23,EU27_2020	430.9 
A,MIO_EUR,C13-15,TOTAL,CPA_C24,EU27_2020	273.67 
A,MIO_EUR,C13-15,TOTAL,CPA_C25,EU27_2020	1425.6 
A,MIO_EUR,C13-15,TOTAL,CPA_C26,EU27_2020	51.61 
A,MIO_EUR,C13-15,TOTAL,CPA_C27,EU27_2020	156.02 
A,MIO_EUR,C13-15,TOTAL,CPA_C28,EU27_2020	863.4 
A,MIO_EUR,C13-15,TOTAL,CPA_C29,EU27_2020	59.57 
A,MIO_EUR,C13-15,TOTAL,CPA_C30,EU27_2020	11.55 
A,MIO_EUR,C13-15,TOTAL,CPA_C31_32,EU27_2020	541.54 
A,MIO_EUR,C13-15,TOTAL,CPA_C33,EU27_2020	1179.4 
A,MIO_EUR,C13-15,TOTAL,CPA_D,EU27_2020	3887.61 
A,MIO_EUR,C13-15,TOTAL,CPA_E36,EU27_2020	187.28 
A,MIO_EUR,C13-15,TOTAL,CPA_E37-39,EU27_2020	1954.04 
A,MIO_EUR,C13-15,TOTAL,CPA_F,EU27_2020	1071.53 
A,MIO_EUR,C13-15,TOTAL,CPA_G45,EU27_2020	845.3 
A,MIO_EUR,C13-15,TOTAL,CPA_G46,EU27_2020	19487.61 
A,MIO_EUR,C13-15,TOTAL,CPA_G47,EU27_2020	4475.12 
A,MIO_EUR,C13-15,TOTAL,CPA_H49,EU27_2020	5265.6 
A,MIO_EUR,C13-15,TOTAL,CPA_H50,EU27_2020	202.67 
A,MIO_EUR,C13-15,TOTAL,CPA_H51,EU27_2020	253.24 
A,MIO_EUR,C13-15,TOTAL,CPA_H52,EU27_2020	2340.81 
A,MIO_EUR,C13-15,TOTAL,CPA_H53,EU27_2020	408.58 
A,MIO_EUR,C13-15,TOTAL,CPA_I,EU27_2020	1295.34 
A,MIO_EUR,C13-15,TOTAL,CPA_J58,EU27_2020	256.91 
A,MIO_EUR,C13-15,TOTAL,CPA_J59_60,EU27_2020	61.7 
A,MIO_EUR,C13-15,TOTAL,CPA_J61,EU27_2020	565.57 
A,MIO_EUR,C13-15,TOTAL,CPA_J62_63,EU27_2020	1400.9 
A,MIO_EUR,C13-15,TOTAL,CPA_K64,EU27_2020	2309.82 
A,MIO_EUR,C13-15,TOTAL,CPA_K65,EU27_2020	610.68 
A,MIO_EUR,C13-15,TOTAL,CPA_K66,EU27_2020	1207.03 
A,MIO_EUR,C13-15,TOTAL,CPA_L68B,EU27_2020	3023.02 
A,MIO_EUR,C13-15,TOTAL,CPA_M69_70,EU27_2020	3739.94 
A,MIO_EUR,C13-15,TOTAL,CPA_M71,EU27_2020	1227.18 
A,MIO_EUR,C13-15,TOTAL,CPA_M72,EU27_2020	100.98 
A,MIO_EUR,C13-15,TOTAL,CPA_M73,EU27_2020	1716.11 
A,MIO_EUR,C13-15,TOTAL,CPA_M74_75,EU27_2020	1625.51 
A,MIO_EUR,C13-15,TOTAL,CPA_N77,EU27_2020	1099.9 
A,MIO_EUR,C13-15,TOTAL,CPA_N78,EU27_2020	1380.61 
A,MIO_EUR,C13-15,TOTAL,CPA_N79,EU27_2020	180.29 
A,MIO_EUR,C13-15,TOTAL,CPA_N80-82,EU27_2020	2648.36 
A,MIO_EUR,C13-15,TOTAL,CPA_O,EU27_2020	399.99 
A,MIO_EUR,C13-15,TOTAL,CPA_P,EU27_2020	279.83 
A,MIO_EUR,C13-15,TOTAL,CPA_Q86,EU27_2020	81.39 
A,MIO_EUR,C13-15,TOTAL,CPA_Q87_88,EU27_2020	6.88 
A,MIO_EUR,C13-15,TOTAL,CPA_R90-92,EU27_2020	295.6 
A,MIO_EUR,C13-15,TOTAL,CPA_R93,EU27_2020	306.75 
A,MIO_EUR,C13-15,TOTAL,CPA_S94,EU27_2020	186.65 
A,MIO_EUR,C13-15,TOTAL,CPA_S95,EU27_2020	124.35 
A,MIO_EUR,C13-15,TOTAL,CPA_S96,EU27_2020	92.6 
A,MIO_EUR,C13-15,TOTAL,CPA_T,EU27_2020	0.05 
A,MIO_EUR,C13-15,TOTAL,CPA_U,EU27_2020	5.66 
A,MIO_EUR,C13-15,TOTAL,D1,EU27_2020	39609.14 
A,MIO_EUR,C13-15,TOTAL,D21X31,EU27_2020	1594.54 
A,MIO_EUR,C13-15,TOTAL,D29X39,EU27_2020	-25.11 
A,MIO_EUR,C13-15,TOTAL,IMP,EU27_2020	32814.61 
A,MIO_EUR,C13-15,TOTAL,P1,EU27_2020	221615.84 
A,MIO_EUR,C13-15,TOTAL,P2,EU27_2020	151365.61 
A,MIO_EUR,C13-15,TOTAL,P2_ADJ,EU27_2020	151365.61 
A,MIO_EUR,C13-15,TOTAL,P51C,EU27_2020	0 
A,MIO_EUR,C13-15,TOTAL,TOTAL,EU27_2020	149771.07 
A,MIO_EUR,C31_32,TOTAL,ADJ_P6,EU27_2020	0 
A,MIO_EUR,C31_32,TOTAL,B1G,EU27_2020	107188.65 
A,MIO_EUR,C31_32,TOTAL,B2A3G,EU27_2020	47665.62 
A,MIO_EUR,C31_32,TOTAL,B2A3N,EU27_2020	0 
A,MIO_EUR,C31_32,TOTAL,B3G,EU27_2020	0 
A,MIO_EUR,C31_32,TOTAL,CPA_A01,EU27_2020	130.82 
A,MIO_EUR,C31_32,TOTAL,CPA_A02,EU27_2020	922.93 
A,MIO_EUR,C31_32,TOTAL,CPA_A03,EU27_2020	8.8 
A,MIO_EUR,C31_32,TOTAL,CPA_B,EU27_2020	674.16 
A,MIO_EUR,C31_32,TOTAL,CPA_C10-12,EU27_2020	609.63 
A,MIO_EUR,C31_32,TOTAL,CPA_C13-15,EU27_2020	5501.08 
A,MIO_EUR,C31_32,TOTAL,CPA_C16,EU27_2020	19065.9 
A,MIO_EUR,C31_32,TOTAL,CPA_C17,EU27_2020	2675.52 
A,MIO_EUR,C31_32,TOTAL,CPA_C18,EU27_2020	416 
A,MIO_EUR,C31_32,TOTAL,CPA_C19,EU27_2020	944.18 
A,MIO_EUR,C31_32,TOTAL,CPA_C20,EU27_2020	6534.51 
A,MIO_EUR,C31_32,TOTAL,CPA_C21,EU27_2020	164.88 
A,MIO_EUR,C31_32,TOTAL,CPA_C22,EU27_2020	7008.74 
A,MIO_EUR,C31_32,TOTAL,CPA_C23,EU27_2020	2143.32 
A,MIO_EUR,C31_32,TOTAL,CPA_C24,EU27_2020	11475.71 
A,MIO_EUR,C31_32,TOTAL,CPA_C25,EU27_2020	8791.25 
A,MIO_EUR,C31_32,TOTAL,CPA_C26,EU27_2020	2637.26 
A,MIO_EUR,C31_32,TOTAL,CPA_C27,EU27_2020	2098.86 
A,MIO_EUR,C31_32,TOTAL,CPA_C28,EU27_2020	1399.17 
A,MIO_EUR,C31_32,TOTAL,CPA_C29,EU27_2020	337.51 
A,MIO_EUR,C31_32,TOTAL,CPA_C30,EU27_2020	519.94 
A,MIO_EUR,C31_32,TOTAL,CPA_C31_32,EU27_2020	16109 
A,MIO_EUR,C31_32,TOTAL,CPA_C33,EU27_2020	1801.08 
A,MIO_EUR,C31_32,TOTAL,CPA_D,EU27_2020	3083.68 
A,MIO_EUR,C31_32,TOTAL,CPA_E36,EU27_2020	150.93 
A,MIO_EUR,C31_32,TOTAL,CPA_E37-39,EU27_2020	1160.8 
A,MIO_EUR,C31_32,TOTAL,CPA_F,EU27_2020	1469.3 
A,MIO_EUR,C31_32,TOTAL,CPA_G45,EU27_2020	1081.68 
A,MIO_EUR,C31_32,TOTAL,CPA_G46,EU27_2020	28386.21 
A,MIO_EUR,C31_32,TOTAL,CPA_G47,EU27_2020	6953.8 
A,MIO_EUR,C31_32,TOTAL,CPA_H49,EU27_2020	6209.48 
A,MIO_EUR,C31_32,TOTAL,CPA_H50,EU27_2020	213.28 
A,MIO_EUR,C31_32,TOTAL,CPA_H51,EU27_2020	506.03 
A,MIO_EUR,C31_32,TOTAL,CPA_H52,EU27_2020	2213.55 
A,MIO_EUR,C31_32,TOTAL,CPA_H53,EU27_2020	1268.61 
A,MIO_EUR,C31_32,TOTAL,CPA_I,EU27_2020	1189.6 
A,MIO_EUR,C31_32,TOTAL,CPA_J58,EU27_2020	327.92 
A,MIO_EUR,C31_32,TOTAL,CPA_J59_60,EU27_2020	110.57 
A,MIO_EUR,C31_32,TOTAL,CPA_J61,EU27_2020	695.04 
A,MIO_EUR,C31_32,TOTAL,CPA_J62_63,EU27_2020	1673.05 
A,MIO_EUR,C31_32,TOTAL,CPA_K64,EU27_2020	2099.58 
A,MIO_EUR,C31_32,TOTAL,CPA_K65,EU27_2020	729.18 
A,MIO_EUR,C31_32,TOTAL,CPA_K66,EU27_2020	901.13 
A,MIO_EUR,C31_32,TOTAL,CPA_L68B,EU27_2020	3154.35 
A,MIO_EUR,C31_32,TOTAL,CPA_M69_70,EU27_2020	3963.7 
A,MIO_EUR,C31_32,TOTAL,CPA_M71,EU27_2020	1190.91 
A,MIO_EUR,C31_32,TOTAL,CPA_M72,EU27_2020	137.79 
A,MIO_EUR,C31_32,TOTAL,CPA_M73,EU27_2020	2535.29 
A,MIO_EUR,C31_32,TOTAL,CPA_M74_75,EU27_2020	1448.21 
A,MIO_EUR,C31_32,TOTAL,CPA_N77,EU27_2020	2885.38 
A,MIO_EUR,C31_32,TOTAL,CPA_N78,EU27_2020	2003.1 
A,MIO_EUR,C31_32,TOTAL,CPA_N79,EU27_2020	147.18 
A,MIO_EUR,C31_32,TOTAL,CPA_N80-82,EU27_2020	2592.62 
A,MIO_EUR,C31_32,TOTAL,CPA_O,EU27_2020	548.5 
A,MIO_EUR,C31_32,TOTAL,CPA_P,EU27_2020	387.78 
A,MIO_EUR,C31_32,TOTAL,CPA_Q86,EU27_2020	98.24 
A,MIO_EUR,C31_32,TOTAL,CPA_Q87_88,EU27_2020	7.17 
A,MIO_EUR,C31_32,TOTAL,CPA_R90-92,EU27_2020	77.29 
A,MIO_EUR,C31_32,TOTAL,CPA_R93,EU27_2020	298.23 
A,MIO_EUR,C31_32,TOTAL,CPA_S94,EU27_2020	233.41 
A,MIO_EUR,C31_32,TOTAL,CPA_S95,EU27_2020	371.16 
A,MIO_EUR,C31_32,TOTAL,CPA_S96,EU27_2020	654.51 
A,MIO_EUR,C31_32,TOTAL,CPA_T,EU27_2020	0.05 
A,MIO_EUR,C31_32,TOTAL,CPA_U,EU27_2020	5.69 
A,MIO_EUR,C31_32,TOTAL,D1,EU27_2020	59632.56 
A,MIO_EUR,C31_32,TOTAL,D21X31,EU27_2020	1869.49 
A,MIO_EUR,C31_32,TOTAL,D29X39,EU27_2020	-109.53 
A,MIO_EUR,C31_32,TOTAL,IMP,EU27_2020	29229.35 
A,MIO_EUR,C31_32,TOTAL,P1,EU27_2020	284192.31 
A,MIO_EUR,C31_32,TOTAL,P2,EU27_2020	177003.65 
A,MIO_EUR,C31_32,TOTAL,P2_ADJ,EU27_2020	177003.65 
A,MIO_EUR,C31_32,TOTAL,P51C,EU27_2020	0 
A,MIO_EUR,C31_32,TOTAL,TOTAL,EU27_2020	175134.17 
A,MIO_EUR,E37-39,TOTAL,ADJ_P6,EU27_2020	0 
A,MIO_EUR,E37-39,TOTAL,B1G,EU27_2020	106844.29 
A,MIO_EUR,E37-39,TOTAL,B2A3G,EU27_2020	54295.22 
A,MIO_EUR,E37-39,TOTAL,B2A3N,EU27_2020	0 
A,MIO_EUR,E37-39,TOTAL,B3G,EU27_2020	0 
A,MIO_EUR,E37-39,TOTAL,CPA_A01,EU27_2020	61.35 
A,MIO_EUR,E37-39,TOTAL,CPA_A02,EU27_2020	10.99 
A,MIO_EUR,E37-39,TOTAL,CPA_A03,EU27_2020	4.5 
A,MIO_EUR,E37-39,TOTAL,CPA_B,EU27_2020	473.93 
A,MIO_EUR,E37-39,TOTAL,CPA_C10-12,EU27_2020	923.16 
A,MIO_EUR,E37-39,TOTAL,CPA_C13-15,EU27_2020	557.24 
A,MIO_EUR,E37-39,TOTAL,CPA_C16,EU27_2020	301.69 
A,MIO_EUR,E37-39,TOTAL,CPA_C17,EU27_2020	830.52 
A,MIO_EUR,E37-39,TOTAL,CPA_C18,EU27_2020	196.18 
A,MIO_EUR,E37-39,TOTAL,CPA_C19,EU27_2020	2738.65 
A,MIO_EUR,E37-39,TOTAL,CPA_C20,EU27_2020	2082.52 
A,MIO_EUR,E37-39,TOTAL,CPA_C21,EU27_2020	34.56 
A,MIO_EUR,E37-39,TOTAL,CPA_C22,EU27_2020	1643.32 
A,MIO_EUR,E37-39,TOTAL,CPA_C23,EU27_2020	981.27 
A,MIO_EUR,E37-39,TOTAL,CPA_C24,EU27_2020	3566.59 
A,MIO_EUR,E37-39,TOTAL,CPA_C25,EU27_2020	3441.93 
A,MIO_EUR,E37-39,TOTAL,CPA_C26,EU27_2020	238.38 
A,MIO_EUR,E37-39,TOTAL,CPA_C27,EU27_2020	414.8 
A,MIO_EUR,E37-39,TOTAL,CPA_C28,EU27_2020	1290.49 
A,MIO_EUR,E37-39,TOTAL,CPA_C29,EU27_2020	1452.25 
A,MIO_EUR,E37-39,TOTAL,CPA_C30,EU27_2020	20.31 
A,MIO_EUR,E37-39,TOTAL,CPA_C31_32,EU27_2020	196.58 
A,MIO_EUR,E37-39,TOTAL,CPA_C33,EU27_2020	2122.86 
A,MIO_EUR,E37-39,TOTAL,CPA_D,EU27_2020	4397.17 
A,MIO_EUR,E37-39,TOTAL,CPA_E36,EU27_2020	1768.02 
A,MIO_EUR,E37-39,TOTAL,CPA_E37-39,EU27_2020	60541.65 
A,MIO_EUR,E37-39,TOTAL,CPA_F,EU27_2020	8984.97 
A,MIO_EUR,E37-39,TOTAL,CPA_G45,EU27_2020	3074.66 
A,MIO_EUR,E37-39,TOTAL,CPA_G46,EU27_2020	8087.51 
A,MIO_EUR,E37-39,TOTAL,CPA_G47,EU27_2020	2527.67 
A,MIO_EUR,E37-39,TOTAL,CPA_H49,EU27_2020	4362.3 
A,MIO_EUR,E37-39,TOTAL,CPA_H50,EU27_2020	161.54 
A,MIO_EUR,E37-39,TOTAL,CPA_H51,EU27_2020	187.68 
A,MIO_EUR,E37-39,TOTAL,CPA_H52,EU27_2020	2510.35 
A,MIO_EUR,E37-39,TOTAL,CPA_H53,EU27_2020	1265.59 
A,MIO_EUR,E37-39,TOTAL,CPA_I,EU27_2020	1399.23 
A,MIO_EUR,E37-39,TOTAL,CPA_J58,EU27_2020	718.27 
A,MIO_EUR,E37-39,TOTAL,CPA_J59_60,EU27_2020	88.42 
A,MIO_EUR,E37-39,TOTAL,CPA_J61,EU27_2020	1125.3 
A,MIO_EUR,E37-39,TOTAL,CPA_J62_63,EU27_2020	4176.59 
A,MIO_EUR,E37-39,TOTAL,CPA_K64,EU27_2020	2227.02 
A,MIO_EUR,E37-39,TOTAL,CPA_K65,EU27_2020	1320.21 
A,MIO_EUR,E37-39,TOTAL,CPA_K66,EU27_2020	420.77 
A,MIO_EUR,E37-39,TOTAL,CPA_L68B,EU27_2020	3013.93 
A,MIO_EUR,E37-39,TOTAL,CPA_M69_70,EU27_2020	5363.16 
A,MIO_EUR,E37-39,TOTAL,CPA_M71,EU27_2020	6865.05 
A,MIO_EUR,E37-39,TOTAL,CPA_M72,EU27_2020	37.14 
A,MIO_EUR,E37-39,TOTAL,CPA_M73,EU27_2020	771.64 
A,MIO_EUR,E37-39,TOTAL,CPA_M74_75,EU27_2020	1282.45 
A,MIO_EUR,E37-39,TOTAL,CPA_N77,EU27_2020	4770.69 
A,MIO_EUR,E37-39,TOTAL,CPA_N78,EU27_2020	2454.04 
A,MIO_EUR,E37-39,TOTAL,CPA_N79,EU27_2020	209.96 
A,MIO_EUR,E37-39,TOTAL,CPA_N80-82,EU27_2020	9559.27 
A,MIO_EUR,E37-39,TOTAL,CPA_O,EU27_2020	1228.73 
A,MIO_EUR,E37-39,TOTAL,CPA_P,EU27_2020	606.59 
A,MIO_EUR,E37-39,TOTAL,CPA_Q86,EU27_2020	556.69 
A,MIO_EUR,E37-39,TOTAL,CPA_Q87_88,EU27_2020	14.93 
A,MIO_EUR,E37-39,TOTAL,CPA_R90-92,EU27_2020	58.6 
A,MIO_EUR,E37-39,TOTAL,CPA_R93,EU27_2020	243.85 
A,MIO_EUR,E37-39,TOTAL,CPA_S94,EU27_2020	614.76 
A,MIO_EUR,E37-39,TOTAL,CPA_S95,EU27_2020	162.51 
A,MIO_EUR,E37-39,TOTAL,CPA_S96,EU27_2020	559.44 
A,MIO_EUR,E37-39,TOTAL,CPA_T,EU27_2020	0.05 
A,MIO_EUR,E37-39,TOTAL,CPA_U,EU27_2020	5.33 
A,MIO_EUR,E37-39,TOTAL,D1,EU27_2020	50858.73 
A,MIO_EUR,E37-39,TOTAL,D21X31,EU27_2020	5424.99 
A,MIO_EUR,E37-39,TOTAL,D29X39,EU27_2020	1690.34 
A,MIO_EUR,E37-39,TOTAL,IMP,EU27_2020	12357.78 
A,MIO_EUR,E37-39,TOTAL,P1,EU27_2020	283577.06 
A,MIO_EUR,E37-39,TOTAL,P2,EU27_2020	176732.77 
A,MIO_EUR,E37-39,TOTAL,P2_ADJ,EU27_2020	176732.77 
A,MIO_EUR,E37-39,TOTAL,P51C,EU27_2020	0 
A,MIO_EUR,E37-39,TOTAL,TOTAL,EU27_2020	171307.78 
A,MIO_EUR,J59_60,TOTAL,ADJ_P6,EU27_2020	0 
A,MIO_EUR,J59_60,TOTAL,B1G,EU27_2020	58098.55 
A,MIO_EUR,J59_60,TOTAL,B2A3G,EU27_2020	29142.62 
A,MIO_EUR,J59_60,TOTAL,B2A3N,EU27_2020	0 
A,MIO_EUR,J59_60,TOTAL,B3G,EU27_2020	0 
A,MIO_EUR,J59_60,TOTAL,CPA_A01,EU27_2020	31.28 
A,MIO_EUR,J59_60,TOTAL,CPA_A02,EU27_2020	2.71 
A,MIO_EUR,J59_60,TOTAL,CPA_A03,EU27_2020	4.62 
A,MIO_EUR,J59_60,TOTAL,CPA_B,EU27_2020	15.35 
A,MIO_EUR,J59_60,TOTAL,CPA_C10-12,EU27_2020	506.37 
A,MIO_EUR,J59_60,TOTAL,CPA_C13-15,EU27_2020	1052.77 
A,MIO_EUR,J59_60,TOTAL,CPA_C16,EU27_2020	325.67 
A,MIO_EUR,J59_60,TOTAL,CPA_C17,EU27_2020	1070.15 
A,MIO_EUR,J59_60,TOTAL,CPA_C18,EU27_2020	1712.55 
A,MIO_EUR,J59_60,TOTAL,CPA_C19,EU27_2020	388.54 
A,MIO_EUR,J59_60,TOTAL,CPA_C20,EU27_2020	625.36 
A,MIO_EUR,J59_60,TOTAL,CPA_C21,EU27_2020	1.33 
A,MIO_EUR,J59_60,TOTAL,CPA_C22,EU27_2020	313.3 
A,MIO_EUR,J59_60,TOTAL,CPA_C23,EU27_2020	17.94 
A,MIO_EUR,J59_60,TOTAL,CPA_C24,EU27_2020	80.07 
A,MIO_EUR,J59_60,TOTAL,CPA_C25,EU27_2020	149.5 
A,MIO_EUR,J59_60,TOTAL,CPA_C26,EU27_2020	2044.67 
A,MIO_EUR,J59_60,TOTAL,CPA_C27,EU27_2020	151.87 
A,MIO_EUR,J59_60,TOTAL,CPA_C28,EU27_2020	184.45 
A,MIO_EUR,J59_60,TOTAL,CPA_C29,EU27_2020	115.22 
A,MIO_EUR,J59_60,TOTAL,CPA_C30,EU27_2020	3.13 
A,MIO_EUR,J59_60,TOTAL,CPA_C31_32,EU27_2020	388.57 
A,MIO_EUR,J59_60,TOTAL,CPA_C33,EU27_2020	365.98 
A,MIO_EUR,J59_60,TOTAL,CPA_D,EU27_2020	3443.45 
A,MIO_EUR,J59_60,TOTAL,CPA_E36,EU27_2020	330.27 
A,MIO_EUR,J59_60,TOTAL,CPA_E37-39,EU27_2020	429.27 
A,MIO_EUR,J59_60,TOTAL,CPA_F,EU27_2020	1518.49 
A,MIO_EUR,J59_60,TOTAL,CPA_G45,EU27_2020	878.2 
A,MIO_EUR,J59_60,TOTAL,CPA_G46,EU27_2020	3495.66 
